Video ID,Category,Script,Final
9mjXFA1TMTI,Cars _ Other Vehicles,oh i took a the tools such as this with the power off,tool
9mjXFA1TMTI,Cars _ Other Vehicles,so you you can take that tool and you see all those little tabs in there,description
9mjXFA1TMTI,Cars _ Other Vehicles,see all,description
9mjXFA1TMTI,Cars _ Other Vehicles,mine is slightly sticking out well,description
9mjXFA1TMTI,Cars _ Other Vehicles,those were recessed in almost like maybe it wasn't getting complete contact maybe it was getting too hot and eventually in,description
9mjXFA1TMTI,Cars _ Other Vehicles,the metal was just pressed in there,description
9mjXFA1TMTI,Cars _ Other Vehicles,i've read that some people are having these bulbs actually cook in there melting into the socket,description
9mjXFA1TMTI,Cars _ Other Vehicles,if that is the case you can purchase these at your local hardware store or parts store and you just have to cut into these three wires and splice in a new the harness like this here,instruction (optional)
9mjXFA1TMTI,Cars _ Other Vehicles,so that's a pretty straightforward deal,side note
9mjXFA1TMTI,Cars _ Other Vehicles,this here is now and eleven fifty seven,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,instead of a twenty three fifty seven,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,it is much cooler,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,i can actually take it out right after it's been on for a little bit rather than the twenty three fifty seven,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,i couldn't even touch it and it actually smelt like something was burning over here,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,but these prongs,description
9mjXFA1TMTI,Cars _ Other Vehicles,they get hot enough,description
9mjXFA1TMTI,Cars _ Other Vehicles,on those twenty three fifty sevens,description
9mjXFA1TMTI,Cars _ Other Vehicles,i've seen that they are melting in there completely just melting everything,description
9mjXFA1TMTI,Cars _ Other Vehicles,it's definitely a fire hazard and it definitely needs to be addressed by a hyundai,description
9mjXFA1TMTI,Cars _ Other Vehicles,but until they do so or until they have a recall i am going to kick it down to eleven fifty sevens,reflection
9mjXFA1TMTI,Cars _ Other Vehicles,and hopefully this will fix the issue,reflection
9mjXFA1TMTI,Cars _ Other Vehicles,i've tested some stuff,tip
9mjXFA1TMTI,Cars _ Other Vehicles,under the dash,tip
9mjXFA1TMTI,Cars _ Other Vehicles,there's a stop signal relay under there,tip
9mjXFA1TMTI,Cars _ Other Vehicles,it does not click if you test that,tip
9mjXFA1TMTI,Cars _ Other Vehicles,it's about a ninety dollar relay so i wouldn't just purchase it throw out the car and hopefully fix your issue,tip
9mjXFA1TMTI,Cars _ Other Vehicles,because chances are it won't work,tip
9mjXFA1TMTI,Cars _ Other Vehicles,so replacing these uh knees out harness is here and putting brand new bulbs in there,tip
9mjXFA1TMTI,Cars _ Other Vehicles,i mean brand new,tip
9mjXFA1TMTI,Cars _ Other Vehicles,go,tip
9mjXFA1TMTI,Cars _ Other Vehicles,buy them open the package put them in,tip
9mjXFA1TMTI,Cars _ Other Vehicles,don't just install something you have laying around,tip
9mjXFA1TMTI,Cars _ Other Vehicles,make sure that you know exactly what you're installing so you know how to judge the the lifespan of the ball,tip
9mjXFA1TMTI,Cars _ Other Vehicles,and i,reflection
9mjXFA1TMTI,Cars _ Other Vehicles,i think this will work just fine but if it does not i will install those led lights and then i'll make a video on that,reflection
9mjXFA1TMTI,Cars _ Other Vehicles,so hopefully this has helped,outro
9mjXFA1TMTI,Cars _ Other Vehicles,thank you so much for watching and stay tuned for future videos,outro
9mjXFA1TMTI,Cars _ Other Vehicles,so i have these eleven fifty sevens installed,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,you can see them during the day,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,all of the prongs were readjusted to make sure there were good contacts,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,something else i recommend doing,tip
9mjXFA1TMTI,Cars _ Other Vehicles,you'll see that when you purchase lights inside the store,tip
9mjXFA1TMTI,Cars _ Other Vehicles,they have some grease that they recommend putting on so your sockets involves,tip
9mjXFA1TMTI,Cars _ Other Vehicles,don't get stuck together over time or corroded so it's just dielectric grease,tip
9mjXFA1TMTI,Cars _ Other Vehicles,you could take a tiny bit of this,tip
9mjXFA1TMTI,Cars _ Other Vehicles,squeeze them out here so just a tiny bit,tip
9mjXFA1TMTI,Cars _ Other Vehicles,i don't think you could accident put too much on here but then just apply it right on the end,tip
9mjXFA1TMTI,Cars _ Other Vehicles,here,tip
9mjXFA1TMTI,Cars _ Other Vehicles,you could even reply it on the outside,tip
9mjXFA1TMTI,Cars _ Other Vehicles,just rub it on there and that will keep it from corroding,tip
9mjXFA1TMTI,Cars _ Other Vehicles,reinstall it and i will keep you safe for quite some time,outcome
9mjXFA1TMTI,Cars _ Other Vehicles,in order to replace these bulbs,subgoal
9mjXFA1TMTI,Cars _ Other Vehicles,what you'll need to do is you pop your trunk,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,you pull these little felt pads out of here,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,the carpeted pads move,effect
9mjXFA1TMTI,Cars _ Other Vehicles,those make sure that you do not have power to your lights that we currently do not have power,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,so you will come over here to your this one,description
9mjXFA1TMTI,Cars _ Other Vehicles,here on the far outside is the tail light and the brake light,description
9mjXFA1TMTI,Cars _ Other Vehicles,you turn it,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,blurry move,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,and then install your eleven fifty seven,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,instead of this,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,twenty three fifty seven re insert it,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,these two need to be on the side,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,small one needs to be straight up and then just spin it clockwise to tighten it in there and there you have,instruction
9mjXFA1TMTI,Cars _ Other Vehicles,so hopefully that has been helpful,outro
9mjXFA1TMTI,Cars _ Other Vehicles,please feel free to like and subscribe and and let me know if this helps you out,outro
9mjXFA1TMTI,Cars _ Other Vehicles,thank you very much for watching,outro
ZORD4y7dL08,Computers and Electronics,"Hi there, my name is Vince from my mate vince.com and in this video today",greeting
ZORD4y7dL08,Computers and Electronics,I'm going to show you a really easy way to take off the keys from a desktop keyboard and then clean the inside of them and pop the keys back on,goal
ZORD4y7dL08,Computers and Electronics,"So on keyboards like this, it doesn't matter if they're wireless or wired because they're normally attached to a desktop",background info
ZORD4y7dL08,Computers and Electronics,"They're really easy to do and normally it's just a one piece key so laptops can be more complicated because normally there are three piece keys, so it's got the key retaining key, and then another little bit inside that with this one.",background info
ZORD4y7dL08,Computers and Electronics,"Yeah, normally these are just one piece, so it's really straightforward to do so",background info
ZORD4y7dL08,Computers and Electronics,"Let's say for example, if we had a problem with a bunch of keys, you might have spilt something on it",description
ZORD4y7dL08,Computers and Electronics,Or you might just have a problem with one key before going out and getting a new keyboard,description
ZORD4y7dL08,Computers and Electronics,"Just try doing this to start with, just try blowing it and tapping it just to see if you can get the dirt or the dust out of it, or dislodge and just try hitting it numerous times and that might just free it up",instruction
ZORD4y7dL08,Computers and Electronics,Give it a blow.,instruction
ZORD4y7dL08,Computers and Electronics,See if it makes a difference,instruction
ZORD4y7dL08,Computers and Electronics,"If that still doesn't work, then we need to leave the key out, so this isn't hard to do",instruction
ZORD4y7dL08,Computers and Electronics,All you need to get is a blunt knife or a Flathead screwdriver,tool (multiple)
ZORD4y7dL08,Computers and Electronics,And let's say now if we had a problem with.,description
ZORD4y7dL08,Computers and Electronics,A bunch of keys here or just the J,description
ZORD4y7dL08,Computers and Electronics,Then I'm just going to leave it out,description
ZORD4y7dL08,Computers and Electronics,Now,transition
ZORD4y7dL08,Computers and Electronics,"If you've got a bunch of keys and you need to leave it out, a lot of them take a picture of it",early instruction (multiple)
ZORD4y7dL08,Computers and Electronics,"So get your phone and take a picture of the keyboard, because there's a chance that you might forget what key goes where",early instruction (multiple)
ZORD4y7dL08,Computers and Electronics,Either that or just write the keys down,early instruction (multiple)
ZORD4y7dL08,Computers and Electronics,and it will save you a headache when you've put them back together having to take them out and trying to swap them again,justification
ZORD4y7dL08,Computers and Electronics,"So basically, let's say if we did have a problem with this J here, all I need to do is get the knife underneath it and then just leave it out and just.",instruction
ZORD4y7dL08,Computers and Electronics,Pop it out,instruction
ZORD4y7dL08,Computers and Electronics,"What I would say is when you're doing this, just make sure it's disconnected",instruction
ZORD4y7dL08,Computers and Electronics,So this is just a a wireless keyboard,description
ZORD4y7dL08,Computers and Electronics,So just make sure it's in the off position,instruction (multiple)
ZORD4y7dL08,Computers and Electronics,"If you've got a wired keyboard, just unplug the USB cable from your PC when you're doing it",instruction (multiple)
ZORD4y7dL08,Computers and Electronics,Now you can see how easy that came off,outcome
ZORD4y7dL08,Computers and Electronics,It just popped off and then what you do is you get some,outcome
ZORD4y7dL08,Computers and Electronics,This is the UK so this is called surgical spirit,tool
ZORD4y7dL08,Computers and Electronics,"If you're from America, it will probably be called rubbing alcohol",tool
ZORD4y7dL08,Computers and Electronics,Good stuff about this is it cleans it and then it just evaporates off after a couple of minutes so you don't have to douse it in it,tool
ZORD4y7dL08,Computers and Electronics,just put a little bit of surgical spirits in the lid and get your Q-tip.,instruction
ZORD4y7dL08,Computers and Electronics,And justice.,instruction
ZORD4y7dL08,Computers and Electronics,Put it in a bit of surgical spirit and then what you need to do is just clean inside,instruction
ZORD4y7dL08,Computers and Electronics,"So clean all around in here and hopefully that will get rid of any stickiness or grime or dirt that's gone in there and also give it a little clean inside as well, because inside here is where the actual key moves up and down so it could be sticky in there as well, so give that a clean and then you get your key.",instruction
ZORD4y7dL08,Computers and Electronics,"And again, this shaft here just give it a clean.",instruction
ZORD4y7dL08,Computers and Electronics,Around the edge there.,instruction
ZORD4y7dL08,Computers and Electronics,And then let it air dry for a minute or two just to get rid of to help the surgical spirit or the rubbing alcohol just evaporates off now just to show you it working on this USB keyboard,instruction
ZORD4y7dL08,Computers and Electronics,"This is a wireless one, but this one's a wired one",description
ZORD4y7dL08,Computers and Electronics,Exactly the same principle as well,description
ZORD4y7dL08,Computers and Electronics,"These keys are slightly more inset into the keyboard, so, but it's still very easy to get them out",description
ZORD4y7dL08,Computers and Electronics,So let's say now if we had a fault on the.,description
ZORD4y7dL08,Computers and Electronics,"G over here again, we just get our screwdriver in",instruction
ZORD4y7dL08,Computers and Electronics,"It doesn't matter, we can do it from the top, the sides",instruction
ZORD4y7dL08,Computers and Electronics,The bottom doesn't make a difference,instruction
ZORD4y7dL08,Computers and Electronics,Let's go in the side and nice and gently just leave it out and again you can see it's just a one piece design so you can see that it's just held into place.,instruction
ZORD4y7dL08,Computers and Electronics,Buy 2 little retaining clips here and here so it's a very simple design,description
ZORD4y7dL08,Computers and Electronics,And again with this one here you would just get your Q-tip and give it a good clean all around all the places you can reach,instruction
ZORD4y7dL08,Computers and Electronics,If you find that in this instance here it's a little bit tight to get.,description
ZORD4y7dL08,Computers and Electronics,The Q-tip in those bits there you could just use a screwdriver and just clean around the edges there you can also.,instruction
ZORD4y7dL08,Computers and Electronics,Get a bit of kitchen roll or tissue paper or something and just use your screwdriver.,instruction
ZORD4y7dL08,Computers and Electronics,In the tissue paper like so and then give it a good clean.,instruction
ZORD4y7dL08,Computers and Electronics,Around the edge there and that should get off any dirt that's in it,effect
ZORD4y7dL08,Computers and Electronics,"Now to replace it nice and straightforward, make sure you've got it the correct way up",instruction
ZORD4y7dL08,Computers and Electronics,Pop it in there like so and you just push it back in until it clicks into place and that's it,instruction
ZORD4y7dL08,Computers and Electronics,You can see now that the movement is nice and free.,outcome
ZORD4y7dL08,Computers and Electronics,"Alright, so on this one here",transition
ZORD4y7dL08,Computers and Electronics,Hopefully it's all evaporated off by now,description
ZORD4y7dL08,Computers and Electronics,"I can still just see a slight residue just down the bottom there,",description
ZORD4y7dL08,Computers and Electronics,So what you can do is you can just get a dry q-tip and just.,instruction
ZORD4y7dL08,Computers and Electronics,Get rid of the last little bit soft rubbing alcohol.,instruction
ZORD4y7dL08,Computers and Electronics,And then you get your key and you just lay it on there and justice push it back in again like so and it pops back in again,instruction
ZORD4y7dL08,Computers and Electronics,So really straightforward to those,side note
ZORD4y7dL08,Computers and Electronics,"So if you having problems with your keyboard, just take a few minutes out to clean the keys and then hopefully you'll get a bit more use out of it",side note
ZORD4y7dL08,Computers and Electronics,"Well, I hope you like the video",outro
ZORD4y7dL08,Computers and Electronics,Give it a thumbs up if it's helped you out,outro
ZORD4y7dL08,Computers and Electronics,Take care,outro
ZORD4y7dL08,Computers and Electronics,Bye now.,outro
-szevr-BRZE,Computers and Electronics,what up nerds machina hair,greeting
-szevr-BRZE,Computers and Electronics,and today i'm going to make an iron throne phone charger,goal
-szevr-BRZE,Computers and Electronics,with the second season of demo thrones right around the corner i really wanted to make something related to it so i ended up with this,motivation
-szevr-BRZE,Computers and Electronics,i'm gonna use this usb cable,tool
-szevr-BRZE,Computers and Electronics,i know it's purple but it's what i had and i'll fix that up later and this fits my android phone,tool
-szevr-BRZE,Computers and Electronics,i'll also use two packs of these plastic cocktail swords and some other materials i'll get to soon,tool
-szevr-BRZE,Computers and Electronics,i began preparing the cocktail swords by cutting off this part of the handle so this is the difference,instruction
-szevr-BRZE,Computers and Electronics,now i just gotta deal with the rest of them,transition
-szevr-BRZE,Computers and Electronics,at first i bought a pack of three hundred swords which turned out to be way too little so i had to buy another pack,tool
-szevr-BRZE,Computers and Electronics,and i actually ended up using all the six hundred swords,tool
-szevr-BRZE,Computers and Electronics,all right i'll put those aside,transition
-szevr-BRZE,Computers and Electronics,for now,transition
-szevr-BRZE,Computers and Electronics,i continue to make a basic shape of the throne out of some scrap mdf i had lying around,instruction
-szevr-BRZE,Computers and Electronics,i marked up the size of my phone first and then drew a back piece that would be a bit wider than that,instruction
-szevr-BRZE,Computers and Electronics,then i marked the seat with the same width and the death i wanted,instruction
-szevr-BRZE,Computers and Electronics,finally i cut out all the pieces with a bandsaw on the back of the seat and the sides of the throne,instruction
-szevr-BRZE,Computers and Electronics,here are all the pieces i used both with glue and tiny nails to attach the pieces together,instruction
-szevr-BRZE,Computers and Electronics,the back piece didn't meet the sides so it was a bit wobbly but i fixed that by gluing some angled brackets to the inside with some strong epoxy glue,instruction
-szevr-BRZE,Computers and Electronics,now this is what i have and what it should look like,outcome
-szevr-BRZE,Computers and Electronics,to create the actual shape of the throne,subgoal
-szevr-BRZE,Computers and Electronics,i'll use some thick foam that i can cut into smaller pieces that looked somewhat like the shape i wanted and then use hot glue to attach it,instruction
-szevr-BRZE,Computers and Electronics,it looks kind of rough at this point,outcome
-szevr-BRZE,Computers and Electronics,but i gradually built up on that with more foam on top,early instruction
-szevr-BRZE,Computers and Electronics,i'll add a layer of thin grey foam which will even out all the surfaces,instruction
-szevr-BRZE,Computers and Electronics,i did it only at the back first because i have to adjust the placement of the cable which i'll show you in a second,justification
-szevr-BRZE,Computers and Electronics,i'm beginning in the long process of gluing on swords on the back first because this will determine the distance from the back to where the phone charger should be placed,instruction
-szevr-BRZE,Computers and Electronics,when the back was done my lines my phone up against it and drew a line at the front,instruction
-szevr-BRZE,Computers and Electronics,i measured the right distance and drilled the hole through from underneath for the cable,instruction
-szevr-BRZE,Computers and Electronics,i had to fix it up a bit with the file to get the right shape and now it goes through,instruction
-szevr-BRZE,Computers and Electronics,also drilling a path at the back so the cable can lie smoothly against the table,instruction
-szevr-BRZE,Computers and Electronics,as i had the position of the phone on the charger i could build up with foam around it,instruction
-szevr-BRZE,Computers and Electronics,covering that up with a thin gray foam too,instruction
-szevr-BRZE,Computers and Electronics,before i continued i made sure to cover up all the other surfaces as well in several places,instruction
-szevr-BRZE,Computers and Electronics,on the throne it looks like the swords are bent and twisted around some edges so i used my heat gun to warm up the plastic and bend it to the shape i needed,instruction
-szevr-BRZE,Computers and Electronics,and then i could just glue it on where it fits,instruction
-szevr-BRZE,Computers and Electronics,i just checked how the phone fits before i started adding swords to the seat and it fits nicely,instruction
-szevr-BRZE,Computers and Electronics,while gluing on the swords i left the picture up that i could use as a reference while working just to make it easier for myself,tip
-szevr-BRZE,Computers and Electronics,also if you're wondering well i am color coding the sections it simply because i found it easier to actually see the depth and the layers of the swords,tip
-szevr-BRZE,Computers and Electronics,where to fill in and in which direction the swords were pointed,tip
-szevr-BRZE,Computers and Electronics,it would have looked more chaotic with all the colors in one place,tip
-szevr-BRZE,Computers and Electronics,well at least to me,side note
-szevr-BRZE,Computers and Electronics,for the top crown of the throne i only needed the blades of the swords,description
-szevr-BRZE,Computers and Electronics,i kept the handles as i need those lighter,instruction
-szevr-BRZE,Computers and Electronics,time to glue the blades around the edge,subgoal
-szevr-BRZE,Computers and Electronics,by the way we're giving away the headphones that i've made recently so if you want to participate,side note
-szevr-BRZE,Computers and Electronics,make sure to check the link below,side note
-szevr-BRZE,Computers and Electronics,i was getting really close to the end and i just had to cover the last two sections on the back side,outcome
-szevr-BRZE,Computers and Electronics,now i could use those extra handles along the edge at the top and along the three ridges on the back,instruction
-szevr-BRZE,Computers and Electronics,all right nice,filler
-szevr-BRZE,Computers and Electronics,all the swords have been glued on,outcome
-szevr-BRZE,Computers and Electronics,looks like a very fabulous and not so iron throne,outcome
-szevr-BRZE,Computers and Electronics,also the swords in the corner are all thus left of those six hundred,description
-szevr-BRZE,Computers and Electronics,and i used them to cover any holes that i thought were too large,instruction
-szevr-BRZE,Computers and Electronics,before painting i had to spend some time removing blue threads from in between the swords,instruction
-szevr-BRZE,Computers and Electronics,when it looked nice and clean it was ready for the next step,transition
-szevr-BRZE,Computers and Electronics,i used the regular spray paint for indoor and outdoor projects that could be used on plastic,tool
-szevr-BRZE,Computers and Electronics,i coated the whole thing black first as this will bring out the right shades i need for the iron effect,instruction
-szevr-BRZE,Computers and Electronics,it needed a couple of codes from different angles to get into all the nooks and crannies,instruction
-szevr-BRZE,Computers and Electronics,it already looks a lot better in black for the next layer,outcome
-szevr-BRZE,Computers and Electronics,i'm going to use this acrylic silver paint to make their own,tool
-szevr-BRZE,Computers and Electronics,looked like it was made out of iron,justification
-szevr-BRZE,Computers and Electronics,i tried the technique called dry brushing which basically means that your painting with close to no paint on the brush and justice lightly highlighting the correct parts of your object,background info
-szevr-BRZE,Computers and Electronics,there's a lot of nice and detailed tutorials on dry brushing on youtube already so check that out if you're interested,background info
-szevr-BRZE,Computers and Electronics,i just slowly built up the iron color with several layers to not make it too bright in the wrong places,instruction
-szevr-BRZE,Computers and Electronics,i still wanted to keep a lot of the black as it creates the right shading effect just for comparison,justification
-szevr-BRZE,Computers and Electronics,here the right side is painted with the first layer of silver paint while the left is just a black base,outcome
-szevr-BRZE,Computers and Electronics,i probably could have left it with just the silver coats but i decided to use some bronze acrylic paint to create some extra depth,instruction
-szevr-BRZE,Computers and Electronics,i was very careful not used in much of this,description
-szevr-BRZE,Computers and Electronics,i added a few spots here and there,instruction
-szevr-BRZE,Computers and Electronics,because too much would ruin the whole iron look,justification
-szevr-BRZE,Computers and Electronics,finally i could attach the cable to get it into the right position,instruction
-szevr-BRZE,Computers and Electronics,i connected it to my phone and pushed it in place,instruction
-szevr-BRZE,Computers and Electronics,i chose to use hot glue because despite that it might not be the strongest or most durable glue it wouldn't pour,tool 
-szevr-BRZE,Computers and Electronics,found the sides of the charger and glue that to the phone,tool 
-szevr-BRZE,Computers and Electronics,i let it dry plugged it in and it works,outcome
-szevr-BRZE,Computers and Electronics,but i still wasn't a fan of that purple cable,justification
-szevr-BRZE,Computers and Electronics,so i decided to use the leftover spray to make it black,instruction
-szevr-BRZE,Computers and Electronics,when that's dry it's actually done,outcome
-szevr-BRZE,Computers and Electronics,it was a time consuming project but i definitely think it was worth it and it looks really badass on my desktop,reflection
-szevr-BRZE,Computers and Electronics,i hope you enjoy this build,outro
-szevr-BRZE,Computers and Electronics,if you did leave a like and subscribe to the channel so that i can see you in the next one,outro
-szevr-BRZE,Computers and Electronics,k,outro
kPGwDxo5Yf4,Hobbies and Crafts,"Hello, creative people and welcome back to my channel today",greeting
kPGwDxo5Yf4,Hobbies and Crafts,It's finally the day where I will show you how to individual customization of basic pattern for buddies,goal
kPGwDxo5Yf4,Hobbies and Crafts,So I'm going to show you today how you can make your basic pattern buddies in your own custom size,goal
kPGwDxo5Yf4,Hobbies and Crafts,So before you start watching this tutorial you have to go and watch my video of how to create a basic pattern in size 38 for the Buddhist and I will put the link in my description box below.,background info
kPGwDxo5Yf4,Hobbies and Crafts,This video so you can find it faster or you can just find it on my channel as well,background info
kPGwDxo5Yf4,Hobbies and Crafts,"Once you watch that video and you have the basic pattern in size 38, you're going to go back and click on this video and ",background info
kPGwDxo5Yf4,Hobbies and Crafts,I will show you how you can adjust it into your own size.,goal
kPGwDxo5Yf4,Hobbies and Crafts,"OK, now that you have the basic pattern for Buddhist inside study eight, it's finally time to make some changes so it will fit your body",goal
kPGwDxo5Yf4,Hobbies and Crafts,In this video I will go out from my own measurements so I will change the basic pattern size 38 into my own size and these are the same changes you have to do if you are smaller or if you are bigger,briefing
kPGwDxo5Yf4,Hobbies and Crafts,Just follow my steps and you will succeed.,briefing
kPGwDxo5Yf4,Hobbies and Crafts,"Change as little as possible, and only if you can consider it reasonable.",briefing
kPGwDxo5Yf4,Hobbies and Crafts,"Before we start to make any changes on the pattern, we need to take a body measurements",subgoal
kPGwDxo5Yf4,Hobbies and Crafts,Here are the body measurements that you will be needing to create your custom pattern,instruction
kPGwDxo5Yf4,Hobbies and Crafts,If you don't know how to take body measurements,background info
kPGwDxo5Yf4,Hobbies and Crafts,I already did a video on my channel so feel free to watch that as well.,background info
kPGwDxo5Yf4,Hobbies and Crafts,The first measurements are from the neck to the waist and that is for me,instruction
kPGwDxo5Yf4,Hobbies and Crafts,"It's 40 centimeters, so it means that this pattern was actually 41, so I have to take away minus 1 centimeter",instruction
kPGwDxo5Yf4,Hobbies and Crafts,And if I'm taking away or adding you can see the arrows,instruction
kPGwDxo5Yf4,Hobbies and Crafts,That is where you have to add or take away,instruction
kPGwDxo5Yf4,Hobbies and Crafts,"In my case, because my back is a little bit smaller, about 1 centimeter, I need to take away minus 1 centimeter and I'm just folding my paper about 5 millimeters",instruction
kPGwDxo5Yf4,Hobbies and Crafts,So together it's 1 centimeter.,instruction
kPGwDxo5Yf4,Hobbies and Crafts,It's always good to take your measuring band and just to measure if the measurements are correct.,tip
kPGwDxo5Yf4,Hobbies and Crafts,"If your back is bigger, you need to cut, open and add extra more in there",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Depending on your measurements,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"For example, if it's 42 you need to add 1 more centimeter extra.",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"Moving on to the bus sign for the bus line, you're going to measure your bus for me",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,My breasts are 92 centimeters and I divide that in half so it's 46 centimeters,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Then I'm going to go ahead and add 4 centimeters extra,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,This is very important to add 4 centimeters extra because of the movement,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Then you're going to divide that in half and it's 25.,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"So this means that my breasts are bigger than size 38, which means I have to add 1 centimeter extra",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,So I'm adding one centimeter extra on the side of the Buddhist,instruction
kPGwDxo5Yf4,Hobbies and Crafts,"I'm making a straight line from this point to the waistline, and ",description
kPGwDxo5Yf4,Hobbies and Crafts,"it's very important that you know that if you are making any changes on the bus line, it does affect underneath the armpit",tip
kPGwDxo5Yf4,Hobbies and Crafts,So you might have to add a few millimeters,tip
kPGwDxo5Yf4,Hobbies and Crafts,I will show you shortly in the video what I mean.,transition
kPGwDxo5Yf4,Hobbies and Crafts,"If your breasts are smaller, then you need to maybe take away minus 1 centimeters",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"This is exactly the same thing that I just showed you, but you're not going outwards",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Instead you're going inwards.,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Moving along to the waistline,transition
kPGwDxo5Yf4,Hobbies and Crafts,My waistline is 72 centimeters and you have to add 4 centimeters extra because of the movement and once again you have to divide that with four,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,And in my case here I don't have to do any changes at all because it fits perfectly,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,If you have your waistline is bigger you have to increase on both sides and the incisions,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Baseline is small,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Then you have to take away from the front piece only in the incisions.,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,And on the back piece it's better to create one more extra incision so you will have two incisions on the back.,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,For the shoulders I'm gonna start to create a helpline that is just a straight line from the outer points of the shoulders,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"For me, my shoulders are about 15 centimeters and it means that I have to actually add one more extra centimeter because of the movement",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,So I'm just going to go ahead and add that.,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,The last change is your bust length,subgoal
kPGwDxo5Yf4,Hobbies and Crafts,"If your busts are a little bit upwards, or if your ***** are a little bit downwards, these are the adjustments that you have to do",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"I don't usually like to play with this part just because it's not necessary for me, but if you want to, you can do it",early instruction (optional)
kPGwDxo5Yf4,Hobbies and Crafts,And this is what you have to do.,transition
kPGwDxo5Yf4,Hobbies and Crafts,Adjustment is made on the frontline of the inner part of the Buddhist incision,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Pacelines incisions length always has to be adjusted as much as the bust incision,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Easier said,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"If your ***** a little bit down, you have to move the incision",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"Both incisions, a little bit downwards",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"If your ***** are a little bit up, you have to move the incision upwards, both of them.",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"For the sleeves, my arm length is 57, so it means I have to take away 3 centimeters and I'm taking them away right where the arrow shows.",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"If your arm length is longer, then you have to add right where the error shows",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,Add exactly the same amount of the extra measurements that you need to add to the pattern.,early instruction
kPGwDxo5Yf4,Hobbies and Crafts,"Then you're going to measure around your arm, and for me it was 27 and you have to add at least 5 centimeters or 7.5 centimeters, and ",early instruction
kPGwDxo5Yf4,Hobbies and Crafts,in this case I didn't have to change anything because it was perfect,description
kPGwDxo5Yf4,Hobbies and Crafts,"But if you have to add or you have to take away, these are the photos that you can follow how to do and ",instruction (optional)
kPGwDxo5Yf4,Hobbies and Crafts,this is how I make my basic pattern for Buddhist in my own size,outro
kPGwDxo5Yf4,Hobbies and Crafts,"If there is any part in this video where you did not understand, please.",outro
kPGwDxo5Yf4,Hobbies and Crafts,Comment below and I'm going to try my best to answer each and every comment,outro
kPGwDxo5Yf4,Hobbies and Crafts,"I really hope you get the same results and even better, and you can finally have your basic pattern for buddies in your own size so you can create and follow my duis",outro
kPGwDxo5Yf4,Hobbies and Crafts,"I really hope you like this video and if you did, please give it a thumbs up and don't forget to subscribe to my channel",outro
kPGwDxo5Yf4,Hobbies and Crafts,Like always,outro
kPGwDxo5Yf4,Hobbies and Crafts,If you have any other suggestions or what kind of videos you want to see on my channel please comment below,outro
kPGwDxo5Yf4,Hobbies and Crafts,See you till next time.,outro
bg3orsnRCVE,Hobbies and Crafts,hi everyone suzanne here i hope you're all well and welcome to you custom,greeting
